Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
72,-2.854962,2.732824,-6.015267,-0.80896,0.120361,0.565063,0,0,0
75,-2.961832,2.854962,-6.351145,-0.808594,0.119385,0.566406,0,0,0
78,-3.068702,3.007634,-6.564885,-0.812988,0.11792,0.564209,0,0,0
81,-3.328244,3.114504,-6.564885,-0.814575,0.113403,0.569824,0,0,0
84,-3.419847,3.206107,-6.687023,-0.816406,0.111572,0.573486,0,0,0
87,-3.358779,3.312977,-6.839695,-0.813477,0.115845,0.568359,0,0,0
90,-3.160305,3.40458,-7.068702,-0.815918,0.11499,0.570801,0,0,0
93,-3.450382,3.328244,-7.221374,-0.817871,0.115601,0.572021,0,0,0
96,-3.374046,3.374046,-7.145038,-0.823242,0.113281,0.568604,0,0,0
99,-3.236641,3.221374,-7.19084,-0.817871,0.109009,0.569336,0,0,0
102,-3.083969,3.038168,-7.267176,-0.81897,0.110229,0.564697,0,0,0
105,-2.992366,3.022901,-7.236641,-0.81958,0.112061,0.566772,0,0,0
108,-2.854962,2.946565,-7.358779,-0.819092,0.110962,0.563721,0,0,0
111,-3.114504,2.732824,-7.175573,-0.818604,0.114868,0.5625,0,0,0
114,-2.977099,2.473282,-7.343511,-0.815674,0.111694,0.56189,0,0,0
117,-2.946565,2.167939,-7.328244,-0.817383,0.108521,0.555786,0,0,0
120,-2.916031,2.274809,-7.236641,-0.816895,0.105835,0.557129,0,0,0
123,-2.748092,2.030534,-7.038168,-0.81543,0.101807,0.561035,0,0,0
126,-2.458015,1.969466,-6.992366,-0.818848,0.101929,0.558228,0,0,0
129,-2.061069,1.694656,-6.70229,-0.817627,0.101807,0.556274,0,0,0
132,-1.877863,1.664122,-6.519084,-0.822754,0.102051,0.557373,0,0,0
135,-1.557252,1.389313,-6.381679,-0.821899,0.101196,0.560181,0,0,0
138,-1.251908,1.206107,-6.167939,-0.821411,0.099121,0.560669,0,0,0
141,-1.099237,0.916031,-6.015267,-0.824097,0.105103,0.558105,0,0,0
144,-0.793893,0.671756,-5.938931,-0.825439,0.105103,0.561279,0,0,0
147,-0.564885,0.351145,-5.679389,-0.82312,0.105591,0.56311,0,0,0
150,-0.396947,0.137405,-5.694656,-0.824219,0.106445,0.562256,0,0,0
153,-0.244275,0.045802,-5.541985,-0.821167,0.105225,0.562988,0,0,0
156,-0.351145,-0.244275,-5.633588,-0.821899,0.109131,0.565796,0,0,0
159,-0.290076,-0.290076,-5.78626,-0.819214,0.11145,0.560181,0,0,0
162,-0.671756,-0.473282,-6.015267,-0.819824,0.109863,0.563232,0,0,0
165,-0.824427,-0.473282,-6.366412,-0.817627,0.117798,0.562378,0,0,0
168,-1.282443,-0.564885,-6.748092,-0.81665,0.119751,0.562378,0,0,0
171,-1.679389,-0.687023,-7.19084,-0.818237,0.116821,0.560059,0,0,0
174,-2.137405,-0.70229,-7.312977,-0.811401,0.119263,0.562622,0,0,0
177,-2.335878,-0.748092,-7.740458,-0.814209,0.114258,0.55957,0,0,0
180,-2.854962,-0.748092,-7.89313,-0.81311,0.114502,0.558838,0,0,0
183,-3.145038,-0.824427,-7.862595,-0.812622,0.108887,0.559692,0,0,0
186,-3.282443,-0.610687,-8,-0.811523,0.104736,0.562256,0,0,0
189,-3.29771,-0.473282,-7.877863,-0.811523,0.102539,0.564087,0,0,0
192,-3.251908,-0.396947,-7.587786,-0.812866,0.096558,0.564819,0,0,0
195,-2.931298,-0.351145,-7.114504,-0.811157,0.095459,0.566895,0,0,0
198,-2.48855,-0.061069,-6.732824,-0.815063,0.09375,0.570068,0,0,0
201,-2.274809,0.030534,-6.061069,-0.815918,0.093384,0.570801,0,0,0
204,-1.832061,0.274809,-5.435115,-0.817261,0.091064,0.57019,0,0,0
207,-1.450382,0.580153,-4.824427,-0.817139,0.091064,0.567993,0,0,0
210,-1.160305,0.793893,-4.061069,-0.820435,0.089966,0.571533,0,0,0
213,-0.564885,0.946565,-3.328244,-0.817627,0.088867,0.571167,0,0,0
216,-0.290076,1.160305,-2.48855,-0.820435,0.090576,0.570435,0,0,0
219,0.061069,1.29771,-1.954198,-0.818604,0.087769,0.572632,0,0,0
222,0.580153,1.526718,-1.068702,-0.821655,0.088867,0.568726,0,0,0
225,0.961832,1.664122,-0.076336,-0.824951,0.087524,0.568359,0,0,0
228,1.435115,1.709924,0.80916,-0.821533,0.083374,0.569702,0,0,0
231,2.030534,1.755725,1.862595,-0.820435,0.081665,0.568481,0,0,0
234,2.519084,1.78626,3.282443,-0.820557,0.074341,0.564453,0,0,0
237,3.465649,1.923664,4.473282,-0.819214,0.078247,0.564331,0,0,0
240,4.152672,1.832061,5.89313,-0.81958,0.078003,0.563477,0,0,0
243,4.564885,1.938931,7.267176,-0.820435,0.077759,0.564209,0,0,0
246,5.328244,1.908397,8.625954,-0.822754,0.077393,0.556152,0,0,0
249,5.862595,1.862595,10,-0.823486,0.07666,0.559937,0,0,0
252,6.534351,1.770992,11.770992,-0.823975,0.074219,0.556519,0,0,0
255,7.236641,1.664122,13.175573,-0.82666,0.071289,0.560425,0,0,0
2,7.740458,1.450382,14.916031,-0.828491,0.06897,0.559448,0,0,0
5,8.748092,1.29771,16.839695,-0.829712,0.062988,0.562622,0,0,0
8,10.045802,1.114504,18.946565,-0.835205,0.057251,0.558716,0,0,0
11,11.145038,0.839695,21.206107,-0.834961,0.050537,0.560669,0,0,0
14,12.641221,0.290076,24.076336,-0.842773,0.048462,0.56189,0,0,0
17,14.70229,0.152672,26.839695,-0.841675,0.038574,0.563599,0,0,0
20,16.610687,-0.290076,29.694656,-0.836304,0.037964,0.562012,0,0,0
23,18.549618,-0.671756,33.114504,-0.8396,0.033936,0.563477,0,0,0
26,20.854962,-0.763359,36.229008,-0.836304,0.035278,0.567749,0,0,0
29,23.038168,-1.114504,39.175573,-0.835815,0.037842,0.561035,0,0,0
32,25.083969,-1.206107,42.70229,-0.835205,0.038452,0.561523,0,0,0
35,27.343511,-1.877863,45.282443,-0.837769,0.047241,0.559448,0,0,0
38,29.251908,-2.137405,48.10687,-0.839722,0.054565,0.562134,0,0,0
41,30.580153,-2.641221,50.916031,-0.834351,0.05835,0.558228,0,0,0
