Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
38,3.572519,1.083969,7.312977,-0.586792,-0.034424,0.806763,0,0,0
41,3.40458,1.267176,7.374046,-0.58606,-0.035522,0.80481,0,0,0
44,3.374046,1.648855,7.251908,-0.591309,-0.030029,0.806152,0,0,0
47,3.007634,1.908397,7.221374,-0.589355,-0.027954,0.806152,0,0,0
50,2.824427,2.045802,6.977099,-0.591675,-0.025879,0.800293,0,0,0
53,2.396947,2.244275,6.946565,-0.591919,-0.027954,0.803589,0,0,0
56,2.061069,2.396947,6.717557,-0.588623,-0.028442,0.801514,0,0,0
59,1.816794,2.519084,6.610687,-0.591797,-0.030518,0.802002,0,0,0
62,2.030534,2.732824,6.427481,-0.592041,-0.033081,0.802368,0,0,0
65,2.122137,2.900763,6.580153,-0.592896,-0.042114,0.804688,0,0,0
68,2.519084,3.038168,6.839695,-0.59082,-0.04126,0.802734,0,0,0
71,2.824427,3.160305,6.977099,-0.591064,-0.04248,0.803589,0,0,0
74,3.221374,3.40458,7.114504,-0.594849,-0.037598,0.801025,0,0,0
77,3.282443,3.389313,7.022901,-0.595581,-0.029053,0.804077,0,0,0
80,3.175573,3.419847,6.977099,-0.59668,-0.025757,0.79895,0,0,0
83,2.732824,3.374046,6.839695,-0.596436,-0.026611,0.799927,0,0,0
86,2.442748,3.267176,6.610687,-0.596924,-0.026001,0.796387,0,0,0
89,2.473282,3.160305,6.473282,-0.599487,-0.029175,0.800781,0,0,0
92,2.152672,3.068702,6.396947,-0.59668,-0.031494,0.795288,0,0,0
95,2.305344,2.885496,6.290076,-0.595581,-0.031616,0.80127,0,0,0
98,2.366412,2.748092,6.396947,-0.597168,-0.029907,0.803345,0,0,0
101,2.320611,2.687023,6.244275,-0.597412,-0.030518,0.800293,0,0,0
104,2.167939,2.473282,6.21374,-0.598999,-0.029419,0.798828,0,0,0
107,1.984733,2.290076,6.198473,-0.598145,-0.027832,0.798706,0,0,0
110,1.801527,2.122137,6.061069,-0.599976,-0.027344,0.801758,0,0,0
113,1.78626,1.938931,5.908397,-0.5979,-0.031982,0.796387,0,0,0
116,1.847328,1.740458,5.740458,-0.601196,-0.0271,0.796021,0,0,0
119,1.664122,1.51145,5.572519,-0.599365,-0.029175,0.795288,0,0,0
122,1.618321,1.129771,5.541985,-0.600708,-0.030151,0.797729,0,0,0
